2005, 'SOUTHERN OREGON COASTAL'
2005, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2005, '4BK', 'BROOKINGS', '   9.86', '   4.43', '  12.55', '   6.85', '   4.78', '   9.75', '   9.72', '   7.33', '   5.53', '   0.53', '   0.00', '   0.14', ' 71.47', '  97', '  97'
2005, 'ASHO3', 'ASHLAND', '   3.17', '   1.92', '   3.32', '   0.91', '   0.50', '   1.38', '   2.08', '   3.85', '   0.52', '   0.05', '   0.00', '   0.56', ' 18.26', '  92', '  92'
2005, 'COPO3', 'COPPER 4NE', '   4.15', '   1.66', '   5.97', '   2.63', '   0.35', '   3.17', '   3.59', 'M', 'M', 'M', 'M', 'M', 'M'
2005, 'CVJO3', 'CAVE JUNCTION', '   6.80', '   1.79', '  13.03', '   5.46', '   1.68', '  10.17', '   7.33', '   5.04', '   1.67', '   0.61', '   0.00', '   0.00', ' 53.58', '  86', '  86'
2005, 'GOLO3', 'GOLD BEACH', '   6.29', '   4.92', '  11.11', '   3.90', '   5.03', '   9.43', '   8.35', '   5.65', '   3.94', '   0.48', '   0.00', '   0.61', ' 59.71', '  75', '  75'
2005, 'GPSO3', 'GRANTS PASS KAJO', '   3.57', '   2.01', '   5.91', '   2.83', '   0.74', '   4.45', '   3.35', '   3.51', '   0.72', '   0.16', '   0.00', '   0.50', ' 27.75', '  89', '  89'
2005, 'GSPO3', 'GREEN SPRINGS PP', '   3.41', '   1.28', '   4.15', '   1.28', '   0.83', '   1.68', '   3.19', '   2.59', '   0.50', '   0.00', '   0.00', '   0.81', ' 19.72', '  86', '  86'
2005, 'LEMO3', 'LEMOLO LAKE', '   5.83', '   1.47', '  13.22', '   3.37', '   1.61', '   6.73', '   6.40', '   7.45', '   2.35', '   0.44', '   0.00', '   1.60', ' 50.47', '  77', '  77'
2005, 'MFR', 'MEDFORD', '   2.90', '   1.70', '   4.13', '   1.60', '   0.30', '   1.77', '   2.16', '   2.97', '   0.68', '   0.07', '   0.00', '   0.44', ' 18.72', ' 102', ' 102'
2005, 'OTH', 'NORTH BEND', '   7.59', '   4.04', '   9.06', '   7.64', '   2.69', '   6.65', '   5.94', '   6.10', '   3.08', '   0.80', '   0.00', '   1.89', ' 55.48', '  86', '  86'
2005, 'PRSO3', 'PROSPECT 2SW', '   5.05', '   1.72', '   8.03', '   3.50', '   1.04', '   4.67', '   4.74', '   6.25', '   1.35', '   0.28', '   0.00', '   1.52', ' 38.15', '  90', '  90'
2005, 'RIDO3', 'RIDDLE', '   3.36', '   1.89', '   5.08', '   1.48', '   1.40', '   3.26', '   3.19', '   5.80', '   0.87', '   0.18', '   0.00', '   0.26', ' 26.77', '  85', '  85'
2005, 'ROGO3', 'ROSEBURG', '   2.64', '   1.45', '   6.20', '   1.85', '   1.10', '   4.45', '   2.92', '   6.30', '   0.79', '   0.11', '   0.00', '   0.75', ' 28.56', '  85', '  85'
2005, 'SXT', 'SEXTON SUMMIT', '   3.46', '   0.79', '   6.88', '   4.75', '   1.25', '   4.93', '   6.44', '   6.74', '   1.07', '   0.12', '   0.00', '   0.37', ' 36.80', ' 111', ' 111'
2005, 'TKFO3', 'TOKETEE FALLS', '   5.95', '   2.49', '  10.39', '   2.08', '   1.27', '   5.90', '   4.86', '   7.86', '   2.55', '   0.26', '   0.00', '   1.32', ' 44.93', '  92', '  92'
2005, 'WINO3', 'WINCHESTER DAM', '   3.63', '   1.79', '   5.94', '   1.86', '   1.71', '   4.45', '   3.31', '   6.64', '   1.17', '   0.17', '   0.01', '   0.47', ' 31.15', '  87', '  87'
2005, 'WLMO3', 'WILLIAMS', '   3.44', '   1.86', '   7.24', '   3.30', '   0.43', '   3.71', '   4.00', '   2.86', '   0.53', '   0.09', '   0.00', '   0.29', ' 27.75', '  85', '  85'
2005, 'OREGON CLOSED BASINS'
2005, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2005, 'DNON2', 'DENIO', '   1.81', '   0.71', '   0.51', '   0.79', '   0.76', '   0.69', '   0.95', '   3.35', '   0.66', '   0.00', '   0.00', 'M', 'M'
2005, 'HMRO3', 'HART MOUNTAIN REF', '   1.84', '   1.30', '   0.46', '   0.61', '   0.55', '   0.78', '   1.88', '   6.57', '   0.54', '   0.00', '   0.00', '   0.25', ' 14.78', ' 116', ' 116'
2005, 'PASO3', 'PAISLEY', '   2.07', '   0.74', '   1.92', '   0.76', '   0.29', '   0.29', '   2.00', '   2.58', '   1.09', '   0.13', '   0.10', '   0.68', ' 12.65', ' 117', ' 117'
2005, 'SMMO3', 'SUMMER LAKE', '   1.63', '   0.42', '   3.22', '   0.96', '   0.21', '   0.17', '   1.73', '   3.67', '   1.29', '   0.05', '   0.06', '   0.53', ' 13.94', ' 109', ' 109'
2005, 'SVLO3', 'SILVER LAKE', '   1.44', '   0.44', '   2.96', '   0.80', '   0.18', '   0.61', '   1.43', '   3.09', '   0.38', '   0.25', '   0.01', 'M', 'M'
2005, 'NORTHERN CALIFORNIA COASTAL'
2005, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2005, 'CEC', 'CRESCENT CITY ASOS', '   7.58', '   2.58', '  12.45', '   5.19', '   2.35', '   8.46', '   8.92', '   6.35', '   3.40', '   0.11', '   0.06', '   0.46', ' 57.91', 'NA', 'NA'
2005, 'CECC1', 'CRESCENT CITY 3NNW', '   7.86', '   2.80', '  13.83', '   6.93', '   2.69', '   9.64', '   9.90', '   7.33', '   3.84', '   0.13', '   0.11', '   0.43', ' 65.49', '  98', '  98'
2005, 'CVLC1', 'COVELO', '   3.96', '   1.38', '  10.13', '   6.27', '   3.93', '   7.36', '   3.67', '   5.67', '   1.93', '   0.00', '   0.00', '   0.01', ' 44.31', ' 105', ' 105'
2005, 'EKA', 'EUREKA', '   5.71', '   1.87', '   9.43', '   5.91', '   2.42', '   6.24', '   4.70', '   3.90', '   3.08', '   0.05', '   0.07', '   0.08', ' 43.46', ' 114', ' 114'
2005, 'FORC1', 'FORT ROSS', '   3.62', '   1.86', '   8.50', '   5.19', '   4.55', '   5.46', '   2.82', '   5.84', 'M', '   0.00', 'M', '   0.00', 'M'
2005, 'FRBC1', 'FT BRAGG 5N', 'M', '   1.64', '   9.30', '   5.57', '   6.34', '   6.79', '   3.73', '   4.21', '   3.50', '   0.11', '   0.03', '   0.13', 'M'
2005, 'GASC1', 'GASQUET RS', '   9.16', '   2.79', '  17.63', '  10.29', '   2.39', '  13.26', '  10.87', '   8.37', '   4.56', '   0.09', '   0.00', '   0.59', ' 80.00', '  87', '  87'
2005, 'GCSC1', 'GRIZZLY CREEK SP', '   7.31', '   1.64', 'M', 'M', '   1.38', '   8.17', '   9.31', '   6.26', '   3.32', 'M', '   0.00', '   0.02', 'M'
2005, 'O87', 'SHELTER COVE', '   6.42', '   1.86', '  11.74', '   6.52', '   4.52', '   6.52', '   4.89', '   6.56', '   6.75', '   0.04', '   0.00', '   0.32', ' 56.14', '  91', '  91'
2005, 'OPCC1', 'PRAIRIE CREEK SP', '  10.13', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', '   0.00', '   0.32', 'M'
2005, 'RIHC1', 'RICHARDSON GROVE SP', '   5.30', '   2.00', '  16.27', 'M', '   4.28', '  11.38', '   5.09', '   6.22', '   5.51', '   0.00', '   0.00', '   0.00', 'M'
2005, 'SCOC1', 'SCOTIA', 'M', '   1.85', '   9.92', '   7.60', '   3.98', '   8.36', '   5.96', '   4.64', '   2.77', '   0.01', '   0.00', '   0.03', 'M'
2005, 'STNC1', 'STANDISH HICKEY SP', '   3.46', '   1.72', '   5.84', 'M', 'M', '  11.67', '   6.51', '   7.24', '   2.77', '   0.03', '   0.00', '   0.00', 'M'
2005, 'WTSC1', 'WILLITS 1NE', '   4.48', '   1.21', '  11.36', '   7.13', '   3.98', '   9.52', '   4.86', '   6.48', '   2.74', '   0.00', 'M', '   0.00', 'M'
2005, 'UPPER KLAMATH'
2005, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2005, 'BLIO3', 'BLY 4SE', '   2.37', '   0.09', '   3.14', '   0.77', '   0.50', '   1.54', '   2.37', '   4.07', '   1.14', '   0.22', '   0.00', '   0.31', ' 16.52', 'NA', 'NA'
2005, 'CHEO3', 'CHEMULT', '   2.19', '   0.39', '   6.84', '   1.95', '   0.68', '   2.75', '   1.52', '   4.16', '   0.40', '   0.31', '   0.39', '   0.28', ' 21.86', '  85', '  85'
2005, 'CHQO3', 'CHILOQUIN 7NW', '   1.41', '   0.68', '   2.57', '   0.97', '   0.17', 'M', '   2.02', '   3.16', '   0.32', '   0.00', '   0.00', '   0.00', 'M'
2005, 'CRLO3', 'CRATER LAKE NP', '   6.00', '   2.05', '  10.19', '   4.54', '   1.46', '   7.10', '   4.48', '   4.30', '   2.64', '   0.79', '   0.00', '   1.31', ' 44.86', '  67', '  67'
2005, 'GBZO3', 'GERBER', '   2.16', '   0.63', '   3.90', '   1.00', '   0.60', '   1.80', '   2.30', '   5.00', '   0.58', '   0.10', '   0.00', '   0.23', ' 18.30', ' 100', ' 100'
2005, 'HOWO3', 'HOWARD PRAIRIE', '   3.89', '   1.60', '   6.48', '   3.00', '   0.86', '   2.69', '   2.90', '   3.92', '   0.47', '   0.00', '   0.00', '   0.06', ' 25.87', '  79', '  79'
2005, 'KENO3', 'KENO', '   2.84', '   1.28', '   4.38', '   1.04', '   0.69', '   1.14', '   2.46', '   2.17', '   0.26', '   0.00', '   0.00', '   0.33', ' 16.59', '  82', '  82'
2005, 'LMT', 'KLAMATH FALLS', '   2.15', '   0.79', '   1.95', '   0.70', '   0.60', '   0.65', '   1.86', '   2.46', '   0.35', '   0.02', '   0.00', '   0.00', ' 11.53', '  82', '  82'
2005, 'LOWER KLAMATH'
2005, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY to Date', 'Pct Avg to Date', 'Pct Tot WY'
2005, 'BBAC1', 'BIG BAR 4E', '   3.81', '   1.32', '   7.56', '   4.58', '   1.69', '   6.38', '   3.06', '   5.16', '   1.28', '   0.00', '   0.00', '   0.00', ' 34.84', '  92', '  92'
2005, 'CHNC1', 'CALLAHAN', '   3.16', '   1.21', '   5.23', '   2.26', '   1.20', '   1.00', '   1.28', '   3.26', '   0.52', '   0.70', '   0.00', '   0.02', ' 19.84', '  94', '  94'
2005, 'COPC1', 'COPCO #1 DAM', '   3.60', '   1.52', '   4.38', '   2.09', '   1.18', '   1.40', '   2.26', '   3.29', '   0.40', '   0.01', '   0.00', '   0.62', ' 20.75', ' 101', ' 101'
